,0
876,Tmem8b
877,Grhpr
878,Zbtb5
879,Fbxo10
880,Tomm5
881,Trmt10b
882,Xpa
883,Stx17
884,Msantd3
885,Zfp189
886,Tmem246
887,Frrs1l
888,Zfp37
889,Fkbp15
890,Slc31a2
891,Cdc26
892,Pole3
893,Akna
894,C630043F03Rik
895,Rps6
896,Hook1
897,Cyp2j6
898,Tm2d1
899,Itgb3bp
900,Raver2
901,Lepr
902,Slc35d1
903,Oma1
904,Prkaa2
905,Pcsk9
906,Tceanc2
907,Hspb11
908,Scp2
909,Gpx7
910,Orc1
911,Cc2d1b
912,Btf3l4
913,Rnf11
914,Bend5
915,Nsun4
916,Pomgnt1
917,Tmem69
918,Ccdc163
919,Toe1
920,Mutyh
921,Hectd3
922,Rps8
923,Dph2
924,B4galt2
925,Szt2
926,Lepre1
927,AU022252
928,Ppih
929,Rimkla
930,Foxj3
931,Nfyc
932,Trit1
933,D830031N03Rik
934,Mycbp
935,Mtf1
936,Maneal
937,9930104L06Rik
938,Oscp1
939,Lsm10
940,Stk40
941,Eva1b
942,AU040320
943,Zmym6
944,Smim12
945,Rnf19b
946,Hpca
947,Fndc5
948,Bsdc1
949,Ccdc28b
950,Iqcc
951,Kpna6
952,Tmem39b
953,Serinc2
954,Srsf4
955,Snhg12
956,Snhg3
957,Med18
958,Slc9a1
959,Pigv
960,Gpn2
961,Rps6ka1
962,Hmgn2
963,Zfp593
964,Pdik1l
965,Pafah2
966,Rcan3
967,Gale
968,Zbtb40
969,Mul1
970,Nbl1
971,Akr7a5
972,Aldh4a1
973,Padi2
974,Szrd1
975,Necap2
976,Fblim1
977,Dnajc16
978,Efhd2
979,Pramef8
980,Dhrs3
981,Miip
982,2510039O18Rik
983,Agtrap
984,Clcn6
985,Fbxo44
986,Ubiad1
987,Dffa
988,Apitd1
989,Slc25a33
990,Klhl21
991,Zbtb48
992,Gpr153
993,A430005L14Rik
994,Cep104
995,Dffb
996,Lrrc47
997,Wdr8
998,5930403L14Rik
999,Fam213b
1000,Mib2
1001,Mxra8
1002,Vwa1
1003,Dvl1
1004,Fam132a
1005,Gltpd1
1006,Pusl1
1007,B3galt6
1008,Klhl17
1009,Gtf2ird2
1010,Naaa
1011,9330182L06Rik
1012,Reln
1013,Dpp6
1014,Lmbr1
1015,Fam114a1
1016,Rell1
1017,Scfd2
1018,Slc4a4
1019,Fras1
1020,Aff1
1021,Ttc28
1022,Sgsm1
1023,Asl
1024,Chst12
1025,Katnal1
1026,Cdk6
1027,Ankib1
1028,Rundc3b
1029,Sema3c
1030,Gnai1
1031,Phtf2
1032,Xrcc2
1033,Actr3b
1034,Dnajb6
1035,Bre
1036,Depdc5
1037,Yes1
1038,Hmx1
1039,Sorcs2
1040,Evc2
1041,Cpeb2
1042,Ldb2
1043,Lcorl
1044,Stim2
1045,Pcdh7
1046,Nwd2
1047,Pgm1
1048,Klhl5
1049,Limch1
1050,Slc10a4
1051,Clock
1052,Kit
1053,Srd5a3
1054,Epha5
1055,Mob1b
1056,Adamts3
1057,Mthfd2l
1058,Parm1
1059,Shroom3
1060,Cnot6l
1061,Antxr2
1062,Helq
1063,Pkd2
1064,Lrrc8d
1065,Tgfbr3
1066,Rpap2
1067,Cplx1
1068,Dgkq
1069,Fbrsl1
1070,Svop
1071,Cit
1072,Taok3
1073,Rbm19
1074,Pptc7
1075,Tmem120b
1076,Kdm2b
1077,Rilpl1
1078,Pitpnm2
1079,Scarb1
1080,5930412G12Rik
1081,Kctd7
1082,Tyw1
1083,Prkrip1
1084,Tsc22d4
1085,Zfp113
1086,Snx8
1087,Gna12
1088,Ap5z1
1089,Zfp316
1090,Lmtk2
1091,Baiap2l1
1092,Pms2
1093,Smurf1
1094,Cdk8
1095,Lnx2
1096,B3glct
